unique_id;timestamp;advertisement;device_os;software_ver;game_id;location;ad_start_count;ad_view_count;ad_click_count;ad_install_count;dat1;count1;count2;internet_type;device`;install_label
5c458fe8359e77fb86a96f50;2019-01-21T09:24:56.251+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;2783794;US;19;4;0;0;2019-01-21T09:22:14.453+00:00;19;19;cellular;samsung SM-G955U;0
5c44af9e73b86c9117c0311e;2019-01-20T17:27:58.660+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;2783794;US;167;22;2;0;2019-01-20T17:26:15.787+00:00;6;56;wifi;samsung SM-G955U;0
5c45ecfbf721b41302654bd9;2019-01-21T16:02:03.643+00:00;5afc25a3e9d7d501c8039533;android;9;2711282;US;46;33;1;0;2019-01-20T14:13:41.700+00:00;1;6;wifi;Google Pixel 2 XL;0
5c435db604322fd07de60d2a;2019-01-19T17:26:14.189+00:00;5afc25a3e9d7d501c8039533;android;9;2700609;US;60;18;6;0;2019-01-19T15:16:21.891+00:00;4;29;cellular;Google Pixel 2 XL;0
5c3e9fefb42cd80309c364d2;2019-01-16T03:07:27.027+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;2608858;US;313;199;3;0;2019-01-16T03:00:55.025+00:00;20;95;cellular;samsung SM-G965U;0
5c3e4d2ceb963adda03a51c5;2019-01-15T21:14:20.331+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;2652851;US;3;2;1;0;2019-01-15T17:39:37.502+00:00;3;3;cellular;samsung SM-N950U;0
5c3a7b6ecef02b05f7d75c9b;2019-01-12T23:42:38.964+00:00;5afc25a3e9d7d501c8039533;android;7.0;63247;US;18;17;1;2;2019-01-12T15:30:41.411+00:00;3;5;wifi;samsung SM-T813;0
5c423613d52dc5314ae76061;2019-01-18T20:24:51.826+00:00;5afc25a3e9d7d501c8039533;android;6.0.1;2866445;US;8;7;0;0;2019-01-18T20:21:10.391+00:00;3;8;wifi;samsung SM-S727VL;0
5c4546a2689b8fdacab25834;2019-01-21T04:12:18.826+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;2951613;US;20;19;0;0;2019-01-21T04:11:10.766+00:00;17;20;wifi;samsung SM-G950U;0
5c3d3af45ea57f5640c24b60;2019-01-15T01:44:20.682+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;1031727;US;87;86;1;0;2019-01-14T02:33:15.175+00:00;3;22;cellular;samsung SM-G965U;0
5c42812b5f1a4b5406081243;2019-01-19T01:45:15.341+00:00;5afc25a3e9d7d501c8039533;android;6.0.1;2725838;US;100;95;4;2;2019-01-19T01:44:52.333+00:00;6;60;wifi;samsung SM-T810;0
5c3551d22fbd176c589241fd;2019-01-09T01:43:46.023+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;2958780;US;1;0;0;0;;1;1;cellular;samsung SM-G950U;0
5c4396dfd99c0af28e72c301;2019-01-19T21:30:07.860+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;2866445;US;10;8;1;0;2019-01-19T21:26:54.225+00:00;10;10;cellular;LGE LG-LS993;0
5c36dac11ab1b263a69e98d8;2019-01-10T05:40:17.238+00:00;5afc25a3e9d7d501c8039533;android;6.0.1;2866445;US;75;66;5;1;2019-01-10T05:38:43.643+00:00;16;50;cellular;samsung SM-S327VL;0
5c35a361b3a1aa8ca494f995;2019-01-09T07:31:45.536+00:00;5afc25a3e9d7d501c8039533;android;9;2638685;US;10;9;0;0;2019-01-09T07:27:30.046+00:00;10;10;cellular;Google Pixel 3;0
5c3e3d7d4e0254d362d7d412;2019-01-15T20:07:25.037+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;1526505;US;32;31;0;0;2019-01-15T20:06:47.722+00:00;4;12;cellular;samsung SM-G950U;0
5c34a517f1d69c16a202b2fe;2019-01-08T13:26:47.611+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;1262896;US;37;36;0;0;2019-01-08T12:31:45.115+00:00;29;37;cellular;samsung SM-N950U1;0
5c41596afd8bf364b9edde9d;2019-01-18T04:43:22.124+00:00;5afc25a3e9d7d501c8039533;android;9;1664609;US;17;16;0;0;2019-01-18T04:26:25.032+00:00;3;17;wifi;OnePlus ONEPLUS A6013;0
5c3a87c97fce250a50b712a0;2019-01-13T00:35:21.883+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;2783794;US;45;39;4;0;2019-01-13T00:31:57.363+00:00;43;45;cellular;samsung SM-G950U;0
5c43f2fc5a9d321d163fe975;2019-01-20T04:03:08.378+00:00;5afc25a3e9d7d501c8039533;android;7.0;2746235;US;81;27;1;0;2019-01-20T04:00:44.684+00:00;67;71;cellular;samsung SM-G928V;0
5c4554588d3e57e295cf0276;2019-01-21T05:10:48.105+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;2710977;US;55;54;1;1;2019-01-21T05:10:12.142+00:00;55;55;cellular;samsung SM-G930V;0
5c440f8277cb982cacb586d6;2019-01-20T06:04:49.997+00:00;5afc25a3e9d7d501c8039533;android;9;1702378;US;7;3;0;0;2019-01-14T03:58:19.862+00:00;1;2;wifi;OnePlus ONEPLUS A6003;0
5c434a28ea9619c79517fbef;2019-01-19T16:02:48.463+00:00;5afc25a3e9d7d501c8039533;android;8.1.0;2672185;US;61;5;0;0;2019-01-19T01:11:52.889+00:00;29;61;wifi;LGE LM-Q710.FG;0
5c45222ae221fbcba6553f6a;2019-01-21T01:36:42.357+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;2866445;US;27;25;0;4;2019-01-19T20:07:01.052+00:00;1;8;cellular;samsung SM-G930T;0
5c415a909fc93866ba24dea3;2019-01-18T04:48:16.291+00:00;5afc25a3e9d7d501c8039533;android;7.0;2938437;US;94;66;5;1;2019-01-18T04:45:04.856+00:00;10;29;wifi;LGE LGMS550;0
5c344d7dcc84fd615f90d92d;2019-01-08T07:13:01.889+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;2918434;US;136;122;0;0;2019-01-08T06:40:27.177+00:00;8;39;cellular;samsung SM-G965U;0
5c3aaa7b99b0511b4a6146af;2019-01-13T03:03:23.434+00:00;5afc25a3e9d7d501c8039533;android;8.1.0;2791412;US;87;14;3;1;2019-01-13T03:02:03.646+00:00;9;50;cellular;samsung SM-N960U;0
5c3f0921bac1f500676b7d65;2019-01-16T10:36:17.285+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;1751580;US;20;19;0;0;2019-01-11T01:21:01.471+00:00;1;3;cellular;motorola XT1635-01;0
5c37b55b07d44f55fc47c8d6;2019-01-10T21:12:59.415+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;1603299;US;2;1;0;1;2019-01-10T21:11:53.554+00:00;2;2;cellular;samsung SM-G892A;0
5c42204b659e6c24992babb9;2019-01-18T18:51:55.058+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;2866445;US;8;6;0;1;2019-01-18T06:30:20.469+00:00;7;7;wifi;samsung SM-G950U;0
5c342b3168a3ef541fbb648d;2019-01-08T04:46:41.158+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;2972405;US;24;23;0;0;2019-01-08T04:45:54.011+00:00;12;12;wifi;motorola XT1650;0
5c3502294708774a64b04328;2019-01-08T20:03:53.581+00:00;5afc25a3e9d7d501c8039533;android;8.1.0;1153807;US;2;1;0;0;2018-12-31T22:52:54.210+00:00;1;1;cellular;samsung SM-N960U;0
5c36a38a9831d44f9c029cf8;2019-01-10T01:44:42.021+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;2638685;US;50;41;1;3;2019-01-10T01:41:01.659+00:00;18;21;cellular;samsung SM-G960U;0
5c41752dca196d6f30a4fecc;2019-01-18T06:41:49.106+00:00;5afc25a3e9d7d501c8039533;android;8.1.0;1566748;US;4;3;0;0;2019-01-18T05:02:08.304+00:00;2;3;wifi;samsung SM-N960U;0
5c3ec9dd9b9cd9118289b5fc;2019-01-16T06:06:21.840+00:00;5afc25a3e9d7d501c8039533;android;7.0;2778542;US;175;171;6;1;2019-01-14T21:51:49.087+00:00;1;11;wifi;samsung SM-N920V;0
5c4527d6fdb0c0d0533c0d78;2019-01-21T02:00:54.049+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;2996908;US;21;19;0;0;2019-01-18T19:21:00.824+00:00;1;8;wifi;samsung SM-G950U;0
5c4158449e07c5632aeca657;2019-01-18T04:38:28.984+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;83589;US;9;8;0;0;2019-01-18T04:29:15.227+00:00;9;9;wifi;samsung SM-G960U;0
5c3a4795a9a238ebe0803e9c;2019-01-12T20:01:25.338+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;2715746;US;38;36;0;0;2019-01-12T19:56:58.207+00:00;12;21;wifi;samsung SM-G965U;0
5c40a6b5ae77820daa0c60f9;2019-01-17T16:00:53.499+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;2709464;US;3;1;1;0;2019-01-17T15:51:40.957+00:00;3;3;wifi;samsung SM-G960U;0
5c3e61b7d17b12e5a4298521;2019-01-15T22:41:59.634+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;2700609;US;65;39;6;0;2019-01-15T22:40:18.828+00:00;17;17;wifi;samsung SM-G930V;0
5c3baf5f01b43cad747f3e48;2019-01-13T21:36:31.646+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;2746235;US;4;3;0;0;2019-01-13T21:31:16.789+00:00;4;4;cellular;samsung SM-N950U;0
5c3b854c299ec993fda290c3;2019-01-13T18:37:00.285+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;1334143;US;6;3;1;2;2019-01-13T05:05:24.702+00:00;6;6;cellular;samsung SM-G955U;0
5c43e254971a2718a36a9629;2019-01-20T02:52:04.268+00:00;5afc25a3e9d7d501c8039533;android;6.0.1;1487229;US;19;4;0;0;2019-01-05T02:44:38.020+00:00;1;1;cellular;samsung SM-N915T;0
5c3cf3bc97d4593384a218f3;2019-01-14T20:40:28.498+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;111578;US;4;3;0;0;2018-12-23T20:09:35.559+00:00;1;1;cellular;samsung SM-G955F;0
5c431f0d003cc0a7f7cb11d6;2019-01-19T12:58:53.498+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;2866445;US;3;1;0;0;2019-01-19T12:56:12.297+00:00;3;3;cellular;LGE VS988;0
5c380fc33fdc1f775157d887;2019-01-11T03:38:43.488+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;1366958;US;19;16;0;0;2019-01-11T03:33:08.879+00:00;18;18;cellular;samsung SM-N950U;0
5c464fef5523b94c3b997571;2019-01-21T23:04:14.996+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;1557354;US;36;31;3;0;2019-01-21T23:03:25.607+00:00;6;13;cellular;samsung SM-G960U;0
5c365e9cfe94bc31570177d8;2019-01-09T20:50:36.111+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;2905790;US;26;4;1;0;2019-01-09T20:46:43.610+00:00;24;26;wifi;samsung SM-G930V;0
5c3eb0f4fafd9e0a62f4f881;2019-01-16T04:20:04.183+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;1541841;US;99;92;1;0;2019-01-14T19:11:00.264+00:00;1;8;wifi;samsung SM-G965U;0
5c429ffb9017b762f18029be;2019-01-19T03:56:43.472+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;2860182;US;138;120;2;0;2019-01-18T07:53:20.834+00:00;15;47;wifi;samsung SM-G965U;0
5c398a52d185428215c6c78b;2019-01-12T06:33:54.202+00:00;5afc25a3e9d7d501c8039533;android;8.1.0;2989300;US;12;7;0;0;2019-01-12T05:30:00.505+00:00;2;2;cellular;LGE LG-Q710AL;0
5c342f0b653be4573a9a21ab;2019-01-08T05:03:07.975+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;2950098;US;2;1;0;0;2019-01-08T03:49:21.104+00:00;2;2;cellular;samsung SM-G935R4;0
5c3518fda74280569b48c8df;2019-01-08T21:41:17.238+00:00;5afc25a3e9d7d501c8039533;android;8.1.0;2709464;US;13;6;1;0;2019-01-07T18:34:30.505+00:00;1;13;wifi;samsung SM-N960U;0
5c35de495d6bb2a5b11e44b3;2019-01-09T11:43:05.559+00:00;5afc25a3e9d7d501c8039533;android;8.1.0;2993546;US;77;39;3;0;2019-01-08T03:05:28.571+00:00;1;46;cellular;samsung SM-N960U;0
5c3ebc660b84110d47765211;2019-01-16T05:08:54.976+00:00;5afc25a3e9d7d501c8039533;android;8.1.0;2752400;US;28;23;0;0;2019-01-16T04:17:46.842+00:00;5;17;cellular;LGE LM-Q710(FGN);0
5c35878f223694824ae754fe;2019-01-09T05:33:03.723+00:00;5afc25a3e9d7d501c8039533;android;8.1.0;2593177;US;331;319;2;3;2019-01-09T05:30:46.327+00:00;24;45;cellular;LGE LG-Q710AL;0
5c37525547d7ed20fc784d61;2019-01-10T14:10:29.607+00:00;5afc25a3e9d7d501c8039533;android;7.1.2;123080;US;94;93;0;0;2019-01-10T14:09:23.379+00:00;3;19;cellular;KYOCERA KYOCERA-E6820;0
5c41d5fdb4e0c419b05ec7d3;2019-01-18T13:34:53.436+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;98264;US;75;55;3;2;2019-01-18T13:14:13.621+00:00;6;38;cellular;samsung SM-G965U;0
5c36d256af6a375f4d0e7890;2019-01-10T05:04:22.248+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;2795213;US;7;6;1;0;2019-01-10T04:56:51.565+00:00;7;7;cellular;samsung SM-G930V;0
5c429ba11b9b1160f0a13cc9;2019-01-19T03:38:09.017+00:00;5afc25a3e9d7d501c8039533;android;8.1.0;1666027;US;114;111;4;0;2019-01-19T01:54:45.761+00:00;44;65;wifi;samsung SM-N960U;0
5c36d4f993d47d61c9388707;2019-01-10T05:15:37.398+00:00;5afc25a3e9d7d501c8039533;android;8.1.0;2995738;US;8;7;0;0;2019-01-08T16:06:38.481+00:00;1;8;wifi;samsung SM-N960U;0
5c364e9983af9428ac2e8173;2019-01-09T19:42:17.115+00:00;5afc25a3e9d7d501c8039533;android;8.1.0;1572583;US;67;61;1;0;2019-01-09T18:21:45.362+00:00;2;18;wifi;samsung SM-N960U;0
5c3a7ea2f0eb3406cbd79716;2019-01-12T23:56:18.683+00:00;5afc25a3e9d7d501c8039533;android;8.1.0;1441357;US;21;20;1;0;2019-01-12T23:50:22.168+00:00;7;7;wifi;LGE LML713DL;0
5c3e8603d30d63f48fab02e8;2019-01-16T01:16:51.690+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;2734919;US;61;59;0;1;2019-01-15T23:08:36.134+00:00;6;22;wifi;samsung SM-G930P;0
5c34519cd1966f61c9a81b01;2019-01-08T07:30:36.021+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;1492364;US;21;17;1;0;2019-01-05T07:45:05.364+00:00;1;10;cellular;samsung SM-N950U1;0
5c407afa8411c71e969be4e8;2019-01-17T12:54:18.413+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;1406447;US;55;54;1;0;2019-01-17T12:13:37.252+00:00;14;44;cellular;samsung SM-G950U;0
5c4009a48e477b7eff92d964;2019-01-17T04:50:44.675+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;2385570;US;4;3;0;1;2019-01-17T04:44:00.421+00:00;4;4;wifi;samsung SM-G955U1;0
5c43e0e03601d41830f65407;2019-01-20T02:45:52.175+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;2828166;US;4;3;0;0;2019-01-19T10:12:43.567+00:00;4;4;cellular;samsung SM-N950U;0
5c3cde1aaffc462a2acf6661;2019-01-14T19:08:10.009+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;2795028;US;1;0;0;0;;1;1;cellular;samsung SM-N950U;0
5c3d54e744a813607e488521;2019-01-15T03:35:03.575+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;2896394;US;30;27;2;0;2019-01-13T03:13:53.442+00:00;1;3;wifi;samsung SM-G935V;0
5c380f8fe9326b7825cc4dac;2019-01-11T03:37:51.380+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;1641803;US;52;47;1;0;2019-01-11T03:37:14.288+00:00;8;14;wifi;samsung SM-G965U;0
5c40b8d28dc99c1905308111;2019-01-17T17:18:10.645+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;1758773;US;36;30;0;0;2019-01-17T17:10:43.599+00:00;10;26;cellular;LGE LM-G710;0
5c351ede26abc0573a7e4b84;2019-01-08T22:06:22.723+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;1691385;US;23;21;0;0;2019-01-07T12:16:48.557+00:00;1;5;cellular;samsung SM-G950U;0
5c3bb7c72c3028af913c8752;2019-01-13T22:12:23.429+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;1482944;US;37;36;2;1;2019-01-13T22:10:52.227+00:00;14;14;wifi;samsung SM-G950U;0
5c3f5c0bec65362dbaa2ea59;2019-01-16T16:30:03.496+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;1558236;US;48;1;2;0;2019-01-16T16:13:33.887+00:00;6;20;wifi;samsung SM-G930F;0
5c3e66cc4f7862e8177cf1de;2019-01-15T23:03:40.320+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;2831662;US;8;4;0;0;2019-01-15T17:41:17.399+00:00;7;8;cellular;samsung SM-G965U;0
5c44b1c6b2aa6f9117ebb56b;2019-01-20T17:37:10.575+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;1782779;US;111;106;8;24;2019-01-20T17:36:35.116+00:00;3;30;cellular;samsung SM-G965U;0
5c4492593e72497bf0efa986;2019-01-20T15:23:04.937+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;2797384;US;53;18;5;8;2019-01-20T15:09:54.257+00:00;14;15;cellular;samsung SM-G965U;0
5c3f8c28340e8048e3ff7eae;2019-01-16T19:55:20.258+00:00;5afc25a3e9d7d501c8039533;android;7.0;1641803;US;18;17;0;0;2018-12-29T22:50:49.467+00:00;1;1;cellular;motorola XT1575;0
5c3f35abec15e4185a108ec4;2019-01-16T13:46:19.391+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;2769748;US;115;110;3;2;2019-01-16T13:44:48.745+00:00;50;110;wifi;samsung SM-G965U;0
5c427ceb4b877b54b1c90ace;2019-01-19T01:27:07.020+00:00;5afc25a3e9d7d501c8039533;android;8.1.0;2884980;US;7;6;0;0;2019-01-19T01:20:32.324+00:00;7;7;cellular;samsung SM-N960U;0
5c38c288729fdd1eea734299;2019-01-11T16:21:28.313+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;2796593;US;92;91;1;0;2019-01-11T16:20:49.410+00:00;5;9;cellular;samsung SM-G930V;0
5c3d815063a67974c1cd45d1;2019-01-15T06:44:32.934+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;1586143;US;6;5;0;0;2019-01-15T06:39:18.784+00:00;6;6;wifi;samsung SM-G950U;0
5c3addd3869337221f34cbde;2019-01-13T06:42:27.210+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;1541841;US;12;11;0;0;2019-01-13T06:39:07.803+00:00;12;12;cellular;samsung SM-G955U;0
5c3b1b94fc8fe9525cb46537;2019-01-13T11:05:56.558+00:00;5afc25a3e9d7d501c8039533;android;7.0;2611828;US;17;16;0;2;2018-12-23T03:49:45.424+00:00;1;1;cellular;LGE VS995;0
5c34c547f3446d2ab76cc70b;2019-01-08T15:44:07.892+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;1782779;US;135;94;3;2;2019-01-05T17:39:36.330+00:00;1;17;cellular;LGE LG-LS993;0
5c3433b6424c25569b0e165b;2019-01-08T05:23:02.748+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;2950098;US;32;18;0;0;2019-01-08T02:48:44.765+00:00;3;18;cellular;LGE LG-H932;0
5c3bd91a07e048c04ba4cc3e;2019-01-14T00:34:34.603+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;2651755;US;83;82;1;0;2019-01-13T23:50:41.053+00:00;2;18;cellular;samsung SM-G930P;0
5c3cebce9a098c31bcc2cbf5;2019-01-14T20:06:38.307+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;2746235;US;19;14;1;0;2019-01-14T20:04:39.041+00:00;18;18;cellular;samsung SM-N950U;0
5c36b9deae22855528eede36;2019-01-10T03:19:58.110+00:00;5afc25a3e9d7d501c8039533;android;8.1.0;2410372;US;3;1;0;0;2019-01-08T01:31:53.508+00:00;1;3;cellular;samsung SM-N960U;0
5c37676e072e712c944eb867;2019-01-10T15:40:30.382+00:00;5afc25a3e9d7d501c8039533;android;8.1.0;2778542;US;22;21;0;0;2019-01-10T15:39:46.460+00:00;10;22;cellular;LGE LM-X410(FG);0
5c43b4dc3dd366005d1efffc;2019-01-19T23:38:04.179+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;2948791;US;17;11;0;5;2019-01-19T23:35:47.988+00:00;8;11;cellular;samsung SM-G955U;0
5c4091365300860014a225dd;2019-01-17T14:29:10.653+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;2796593;US;39;38;0;0;2019-01-17T14:28:37.387+00:00;15;39;wifi;Google Pixel;0
5c35069991518a4ad90a2955;2019-01-08T20:22:49.480+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;1557354;US;88;28;4;0;2019-01-08T20:19:00.015+00:00;6;28;wifi;samsung SM-G950U;0
5c4189239d7c897afd895140;2019-01-18T08:06:59.347+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;2875104;US;22;21;0;0;2019-01-18T07:59:31.099+00:00;2;2;cellular;samsung SM-G965U;0
5c38a0c992ac8b0c4891da11;2019-01-11T13:57:29.093+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;1448869;US;140;137;1;1;2019-01-11T13:55:43.432+00:00;6;33;cellular;samsung SAMSUNG-SM-G930A;0
5c367f7b8288173fa09926a7;2019-01-09T23:10:51.857+00:00;5afc25a3e9d7d501c8039533;android;6.0.1;2866445;US;206;194;1;1;2019-01-09T21:06:13.168+00:00;24;110;wifi;samsung SM-N910V;0
5c374279d5b09d17e0e4befb;2019-01-10T13:02:49.839+00:00;5afc25a3e9d7d501c8039533;android;8.1.0;2765989;US;243;51;2;0;2019-01-10T12:50:32.782+00:00;2;136;wifi;samsung SM-J727V;0
5c35676952d5fb767d15db50;2019-01-09T03:15:53.892+00:00;5afc25a3e9d7d501c8039533;android;7.0;1644204;US;48;45;2;0;2019-01-09T02:58:28.779+00:00;4;29;wifi;HUAWEI VTR-AL00;0
5c357150bf2c1c799843ab51;2019-01-09T03:58:08.832+00:00;5afc25a3e9d7d501c8039533;android;9;84185;US;1;0;0;0;;1;1;wifi;Google Pixel 2;0
5c351982397f5155fc20021a;2019-01-08T21:43:30.798+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;37415;US;291;287;2;0;2019-01-08T21:43:03.225+00:00;9;71;wifi;samsung SM-G960U;0
5c35e173fda948a5b1131ccd;2019-01-09T11:56:35.069+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;2959185;US;115;72;4;0;2019-01-08T15:30:10.723+00:00;2;14;wifi;motorola moto g(6);0
5c36a5372b8f13509a32b5d9;2019-01-10T01:51:50.906+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;1785503;US;131;114;0;0;2019-01-10T01:46:23.523+00:00;10;59;cellular;motorola moto g(6) play;0
5c43b227e15f43ff060b2779;2019-01-19T23:26:31.689+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;1448869;US;102;101;3;0;2019-01-19T20:28:19.489+00:00;2;2;cellular;motorola Moto Z (2);0
5c4222ce8241b5290dea244d;2019-01-18T19:02:38.384+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;123080;US;46;45;0;0;2019-01-18T17:25:06.805+00:00;17;44;cellular;samsung SM-G955U;0
5c376ccac13d7f2e71fdca5a;2019-01-10T16:03:22.627+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;2970895;US;214;211;0;0;2019-01-10T13:59:40.682+00:00;84;206;wifi;samsung SM-G955U;0
5c455f340c7a84e898ba1110;2019-01-21T05:57:08.957+00:00;5afc25a3e9d7d501c8039533;android;7.0;2593177;US;3;2;1;1;2019-01-17T18:40:05.941+00:00;1;3;wifi;samsung SM-G950U;0
5c3a721fa3958103b0c421d0;2019-01-12T23:02:55.928+00:00;5afc25a3e9d7d501c8039533;android;7.0;2950025;US;9;7;0;0;2019-01-12T23:01:50.181+00:00;9;9;cellular;samsung SM-G930V;0
5c33f0cd7140da3cbadc552e;2019-01-08T00:37:33.699+00:00;5afc25a3e9d7d501c8039533;android;8.1.0;1348290;US;24;18;1;0;2019-01-07T16:51:33.489+00:00;2;13;wifi;samsung SM-N960U;0
5c36395d4ee75e1f893435cf;2019-01-09T18:11:41.062+00:00;5afc25a3e9d7d501c8039533;android;8.1.0;1691385;US;4;0;0;0;2019-01-09T18:09:52.314+00:00;2;4;cellular;KYOCERA E6910;0
5c38137af33e927b40f11bb7;2019-01-11T03:54:34.840+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;1071603;US;3;0;0;0;2019-01-11T03:51:12.261+00:00;3;3;wifi;samsung SM-G960U1;0
5c3a599ecc3beaf8175feee1;2019-01-12T21:18:22.605+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;1785503;US;49;11;0;0;2019-01-12T21:14:33.177+00:00;2;2;cellular;samsung SM-G892A;0
5c3789c0af5ba83dc22176bb;2019-01-10T18:06:56.374+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;1448869;US;103;101;0;0;2019-01-10T18:06:09.711+00:00;2;19;cellular;samsung SM-G960U;0
5c429c87eb974d627f8a2aa7;2019-01-19T03:41:59.231+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;2996908;US;76;72;0;0;2019-01-19T03:41:14.201+00:00;16;43;wifi;samsung SM-G960U;0
5c3800ce2e5daa7259c6998a;2019-01-11T02:34:54.369+00:00;5afc25a3e9d7d501c8039533;android;8.1.0;1541841;US;28;26;0;0;2019-01-11T02:30:51.263+00:00;5;12;wifi;samsung SM-N960U;0
5c3bff73014efccefef65628;2019-01-14T03:18:11.146+00:00;5afc25a3e9d7d501c8039533;android;8.1.0;1736523;US;4;1;1;0;2019-01-14T03:16:49.409+00:00;2;2;cellular;TCL 6062W;0
5c4368c54caa03d72b0ad224;2019-01-19T18:13:25.946+00:00;5afc25a3e9d7d501c8039533;android;7.1.1;1222951;US;18;17;0;0;2019-01-19T18:09:55.193+00:00;16;18;wifi;motorola XT1565;0
5c3d6e99b755926a4a577c9d;2019-01-15T05:24:41.618+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;2777554;US;26;24;0;0;2019-01-15T04:53:38.847+00:00;2;14;wifi;samsung SM-G955U;0
5c3e967055e717fcccdeca76;2019-01-16T02:26:56.236+00:00;5afc25a3e9d7d501c8039533;android;7.1.1;2778542;US;2;1;0;0;2019-01-16T01:27:54.541+00:00;2;2;wifi;ZTE Z982;0
5c449585ddb1a17d464c3220;2019-01-20T15:36:37.755+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;1566748;US;13;11;0;0;2019-01-20T02:14:03.161+00:00;9;9;cellular;samsung SM-G955U;0
5c356be8c21da878254daa9c;2019-01-09T03:35:04.899+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;1121562;US;1;0;0;0;;1;1;cellular;samsung SM-G930P;0
5c381d8cb117377c146a9bc4;2019-01-11T04:37:32.083+00:00;5afc25a3e9d7d501c8039533;android;8.0.0;2778542;US;3;2;0;0;2019-01-11T04:15:27.429+00:00;3;3;cellular;samsung SM-G955U;0
